Total words: 125257
word:  frequency: 468
word: reaching frequency: 4
word: triumphing frequency: 1
word: success frequency: 18
word: calico frequency: 1
word: partiality frequency: 13
word: removed frequency: 19
word: those frequency: 60
word: agitation frequency: 6
word: alternate frequency: 2
word: engagement frequency: 20
word: christening frequency: 1
word: advantageous frequency: 2
word: misleading frequency: 1
word: ponies frequency: 3
word: left frequency: 65
word: screen frequency: 2
word: open frequency: 17
word: seen frequency: 76
word: shield frequency: 1
word: above frequency: 21
word: instances frequency: 4
word: feet frequency: 1
word: authority frequency: 9
word: compressed frequency: 1
word: ashamed frequency: 16
word: drop frequency: 3
word: stop frequency: 4
word: meet frequency: 32
word: 1500 frequency: 1
word: taste frequency: 13
word: activity frequency: 4
word: doubt frequency: 37
word: facts frequency: 1
word: collect frequency: 2
word: include frequency: 2
word: respect frequency: 30
word: power frequency: 42
word: uniting frequency: 1
word: appeared frequency: 31
word: atone frequency: 2
word: copying frequency: 4
word: purchase frequency: 6
word: exposed frequency: 2
word: fullest frequency: 1
word: unexampled frequency: 1
word: foretold frequency: 1
word: perpetual frequency: 1
word: preserved frequency: 4
word: rites frequency: 1
word: ago frequency: 26
word: obligations frequency: 3
word: sideboard frequency: 1
word: returns frequency: 3
word: spare frequency: 7
word: beauteous frequency: 1
word: conceals frequency: 1
word: repent frequency: 1
word: fewer frequency: 1
word: dying frequency: 3
word: requirements frequency: 4
word: liverpool frequency: 1
word: completion frequency: 1
word: completed frequency: 2
word: changed frequency: 8
word: dull frequency: 4
word: represent frequency: 3
word: subjection frequency: 1
word: shades frequency: 1
word: went frequency: 67
word: brevity frequency: 1
word: vast frequency: 2
word: spirits frequency: 39
word: hesitated frequency: 3
word: like frequency: 77
word: mode frequency: 5
word: 1f3 frequency: 4
word: httppglaforgfundraising frequency: 1
word: obeyed frequency: 3
word: older frequency: 2
word: governess frequency: 8
word: again frequency: 177
word: triumph frequency: 10
word: asked frequency: 40
word: bestowed frequency: 8
word: parting frequency: 7
word: lies frequency: 1
word: getting frequency: 7
word: cousins frequency: 11
word: sash frequency: 1
word: bourgh frequency: 39
word: cheap frequency: 1
word: anew frequency: 1
word: captivating frequency: 2
word: uncommon frequency: 5
word: quartered frequency: 3
word: amusements frequency: 3
word: especially frequency: 23
word: frisks frequency: 1
word: decline frequency: 2
word: sacrificed frequency: 1
word: full frequency: 32
word: parted frequency: 14
word: sensibly frequency: 2
word: justifying frequency: 1
word: attempted frequency: 4
word: deservedly frequency: 1
word: abominate frequency: 2
word: approved frequency: 3
word: using frequency: 5
word: yawned frequency: 1
word: eclipsed frequency: 1
word: suppositions frequency: 1
word: decided frequency: 11
word: direct frequency: 8
word: debts frequency: 10
word: fellowcreatures frequency: 2
word: plays frequency: 1
word: scope frequency: 1
word: thoughtful frequency: 1
word: objection frequency: 15
word: constitute frequency: 1
word: inexpressible frequency: 1
word: hastily frequency: 9
word: hold frequency: 8
word: hopeless frequency: 7
word: prepossession frequency: 2
word: clothes frequency: 13
word: build frequency: 1
word: previously frequency: 2
word: fuss frequency: 1
word: inhumanity frequency: 1
word: reminding frequency: 1
word: christmas frequency: 6
word: resolved frequency: 31
word: edition frequency: 1
word: handed frequency: 3
word: discovering frequency: 1
word: constant frequency: 13
word: breeding frequency: 5
word: landlord frequency: 2
word: 40 frequency: 1
word: earnestly frequency: 11
word: disturbers frequency: 1
word: anecdote frequency: 2
word: blinds frequency: 1
word: youngest frequency: 13
word: diffident frequency: 1
word: wandering frequency: 3
word: kitty frequency: 71
word: officious frequency: 3
word: article frequency: 3
word: newspaper frequency: 1
word: privileged frequency: 3
word: lucases frequency: 14
word: enabling frequency: 1
word: inclination frequency: 22
word: ineffectual frequency: 1
word: balls frequency: 8
word: existed frequency: 3
word: marked frequency: 15
word: condescends frequency: 1
word: boys frequency: 3
word: graceful frequency: 1
word: proudest frequency: 1
word: trifling frequency: 5
word: degradation frequency: 1
word: insufficient frequency: 10
word: inconceivable frequency: 1
word: mischief frequency: 3
word: folded frequency: 1
word: loss frequency: 17
word: stopped frequency: 6
word: repulsive frequency: 1
word: england frequency: 5
word: sitting frequency: 20
word: army frequency: 3
word: habit frequency: 7
word: injure frequency: 2
word: habitual frequency: 1
word: vogue frequency: 1
word: improves frequency: 2
word: happy frequency: 83
word: ankles frequency: 2
word: 1f2 frequency: 1
word: sisterly frequency: 3
word: individually frequency: 1
word: know frequency: 239
word: inn frequency: 7
word: diverted frequency: 3
word: vulgar frequency: 2
word: prudently frequency: 1
word: talk frequency: 32
word: accounting frequency: 3
word: fret frequency: 3
word: ardently frequency: 2
word: archness frequency: 1
word: adept frequency: 1
word: dropt frequency: 2
word: simple frequency: 1
word: forgets frequency: 1
word: marry frequency: 42
word: chagrin frequency: 1
word: consists frequency: 1
word: suit frequency: 7
word: cure frequency: 1
word: ensued frequency: 2
word: letting frequency: 5
word: folly frequency: 11
word: disgracing frequency: 2
word: ceremonious frequency: 3
word: repelled frequency: 1
word: depreciate frequency: 1
word: abuse frequency: 2
word: grownup frequency: 1
word: case frequency: 32
word: regain frequency: 1
word: guiding frequency: 1
word: ordinary frequency: 3
word: active frequency: 6
word: petulance frequency: 1
word: attempting frequency: 4
word: 1f1 frequency: 1
word: another frequency: 58
word: during frequency: 27
word: neices frequency: 1
word: fitness frequency: 1
word: captivation frequency: 1
word: distinguishing frequency: 2
word: godfather frequency: 1
word: became frequency: 16
word: constitution frequency: 1
word: presumption frequency: 3
word: wet frequency: 2
word: deepest frequency: 2
word: reasonably frequency: 4
word: merits frequency: 1
word: overlook frequency: 3
word: granted frequency: 1
word: equal frequency: 30
word: proved frequency: 17
word: weary frequency: 2
word: ardent frequency: 1
word: rejection frequency: 2
word: manager frequency: 1
word: pretended frequency: 2
word: jilt frequency: 1
word: months frequency: 21
word: sheltered frequency: 2
word: unlike frequency: 4
word: clouded frequency: 1
word: thither frequency: 9
word: hundred frequency: 6
word: shop frequency: 5
word: throwing frequency: 2
word: rescue frequency: 1
word: apprehensions frequency: 2
word: convenience frequency: 3
word: thin frequency: 5
word: indulged frequency: 2
word: lodges frequency: 2
word: wander frequency: 1
word: unconcern frequency: 3
word: nephews frequency: 2
word: britain frequency: 1
word: capers frequency: 1
word: punctual frequency: 3
word: slacken frequency: 1
word: water frequency: 3
word: harmony frequency: 1
word: communications frequency: 1
word: fifteen frequency: 4
word: winking frequency: 2
word: probability frequency: 9
word: examine frequency: 2
word: pure frequency: 2
word: mortal frequency: 2
word: exerting frequency: 1
word: kind frequency: 62
word: peace frequency: 6
word: equally frequency: 20
word: rudeness frequency: 2
word: procure frequency: 1
word: yielded frequency: 2
word: twelve frequency: 4
word: fixed frequency: 22
word: richly frequency: 1
word: complimented frequency: 3
word: cautiousness frequency: 1
word: successor frequency: 1
word: perplexity frequency: 2
word: youths frequency: 1
word: upstart frequency: 1
word: produce frequency: 6
word: grievances frequency: 2
word: property frequency: 10
word: defy frequency: 4
word: called frequency: 41
word: unblemished frequency: 1
word: backgammon frequency: 2
word: wellgrown frequency: 1
word: vexations frequency: 1
word: disturb frequency: 1
word: falsely frequency: 1
word: deductible frequency: 1
word: hypocrisy frequency: 1
word: passing frequency: 11
word: points frequency: 4
word: desirous frequency: 7
word: heirs frequency: 1
word: appease frequency: 1
word: stopping frequency: 3
word: guidance frequency: 2
word: fool frequency: 3
word: nervous frequency: 4
word: forbidding frequency: 1
word: traces frequency: 1
word: enormity frequency: 1
word: cluster frequency: 1
word: emptiness frequency: 1
word: corps frequency: 6
word: contented frequency: 4
word: pursued frequency: 2
word: front frequency: 5
word: vexation frequency: 10
word: dissuade frequency: 1
word: comparison frequency: 13
word: 13 frequency: 1
word: sinking frequency: 3
word: fees frequency: 4
word: forward frequency: 27
word: profits frequency: 1
word: beneath frequency: 5
word: certainty frequency: 8
word: appointed frequency: 1
word: thirty frequency: 4
word: envying frequency: 1
word: informs frequency: 1
word: take frequency: 80
word: invariably frequency: 2
word: different frequency: 37
word: honest frequency: 1
word: cordiality frequency: 4
word: something frequency: 71
word: cruelly frequency: 3
word: write frequency: 39
word: 1d frequency: 1
word: explanatory frequency: 1
word: weeks frequency: 18
word: try frequency: 12
word: shift frequency: 1
word: annum frequency: 2
word: blue frequency: 2
word: brain frequency: 2
word: owned frequency: 3
word: beautiful frequency: 15
word: remarkably frequency: 10
word: anne frequency: 5
word: somewhat frequency: 8
word: painter frequency: 1
word: ham frequency: 1
word: notes frequency: 1
word: improprieties frequency: 1
word: matrimonial frequency: 1
word: agreeablelooking frequency: 1
word: flatter frequency: 10
word: comfortable frequency: 12
word: cradles frequency: 1
word: betrayed frequency: 4
word: downloading frequency: 1
word: ridge frequency: 1
word: unequal frequency: 4
word: way frequency: 110
word: inadequate frequency: 1
word: uselessly frequency: 1
word: universal frequency: 3
word: examined frequency: 4
word: dependent frequency: 3
word: high frequency: 17
word: lieu frequency: 4
word: indulge frequency: 5
word: correspond frequency: 1
word: fervent frequency: 1
word: gardiner frequency: 97
word: allowances frequency: 1
word: basis frequency: 1
word: actuated frequency: 1
word: effectually frequency: 3
word: bring frequency: 18
word: discredit frequency: 2
word: gallery frequency: 4
word: kill frequency: 1
word: effort frequency: 7
word: deprived frequency: 3
word: discomposed frequency: 2
word: damages frequency: 4
word: year frequency: 28
word: unenforceability frequency: 1
word: myself frequency: 94
word: reserve frequency: 7
word: occur frequency: 5
word: criticisms frequency: 1
word: arranged frequency: 2
word: past frequency: 9
word: totally frequency: 8
word: complaining frequency: 1
word: painfully frequency: 2
word: late frequency: 19
word: grand frequency: 2
word: entrance frequency: 12
word: hat frequency: 2
word: surely frequency: 4
word: sides frequency: 5
word: disdained frequency: 3
word: equipage frequency: 1
word: eastbourne frequency: 1
word: apt frequency: 1
word: mechanically frequency: 1
word: goulding frequency: 1
word: stirs frequency: 1
word: glass frequency: 1
word: 34 frequency: 1
word: spars frequency: 1
word: kinder frequency: 2
word: petrified frequency: 1
word: urged frequency: 6
word: depressed frequency: 2
word: valueless frequency: 1
word: travelled frequency: 1
word: quality frequency: 2
word: tenderness frequency: 3
word: unaffectedly frequency: 2
word: accustomed frequency: 2
word: changing frequency: 3
word: born frequency: 2
word: refusing frequency: 7
word: ecstasy frequency: 2
word: vivacity frequency: 2
word: thoroughly frequency: 2
word: pass frequency: 16
word: recovery frequency: 3
word: prompted frequency: 1
word: thoughtlessness frequency: 3
